REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,value
Cuba,MINCRUDE,CRUD,1,2036,1.0
Cuba,MINCRUDE,CRUD,1,2037,1.0
Cuba,MINCRUDE,CRUD,1,2038,1.0
Cuba,MINCRUDE,CRUD,1,2039,1.0
Cuba,MINCRUDE,CRUD,1,2040,1.0
Cuba,MINCRUDE,CRUD,1,2041,1.0
Cuba,MINCRUDE,CRUD,1,2042,1.0
Cuba,MINCRUDE,CRUD,1,2043,1.0
Cuba,MINCRUDE,CRUD,1,2044,1.0
Cuba,MINCRUDE,CRUD,1,2045,1.0
Cuba,MINCRUDE,CRUD,1,2046,1.0
Cuba,MINCRUDE,CRUD,1,2047,1.0
Cuba,MINCRUDE,CRUD,1,2048,1.0
Cuba,MINCRUDE,CRUD,1,2049,1.0
Cuba,MINCRUDE,CRUD,1,2050,1.0
Cuba,IMPHFO01,HFO01,1,2019,1.0
Cuba,IMPHFO01,HFO01,1,2020,1.0
Cuba,IMPHFO01,HFO01,1,2021,1.0
Cuba,IMPHFO01,HFO01,1,2022,1.0
Cuba,IMPHFO01,HFO01,1,2023,1.0
Cuba,IMPHFO01,HFO01,1,2024,1.0
Cuba,IMPHFO01,HFO01,1,2025,1.0
Cuba,IMPHFO01,HFO01,1,2026,1.0
Cuba,IMPHFO01,HFO01,1,2027,1.0
Cuba,IMPHFO01,HFO01,1,2028,1.0
Cuba,IMPHFO01,HFO01,1,2029,1.0
Cuba,IMPHFO01,HFO01,1,2030,1.0
Cuba,IMPHFO01,HFO01,1,2031,1.0
Cuba,IMPHFO01,HFO01,1,2032,1.0
Cuba,IMPHFO01,HFO01,1,2033,1.0
Cuba,IMPHFO01,HFO01,1,2034,1.0
Cuba,IMPHFO01,HFO01,1,2035,1.0
Cuba,IMPHFO01,HFO01,1,2036,1.0
Cuba,IMPHFO01,HFO01,1,2037,1.0
Cuba,IMPHFO01,HFO01,1,2038,1.0
Cuba,IMPHFO01,HFO01,1,2039,1.0
Cuba,IMPHFO01,HFO01,1,2040,1.0
Cuba,IMPHFO01,HFO01,1,2041,1.0
Cuba,IMPHFO01,HFO01,1,2042,1.0
Cuba,IMPHFO01,HFO01,1,2043,1.0
Cuba,IMPHFO01,HFO01,1,2044,1.0
Cuba,IMPHFO01,HFO01,1,2045,1.0
Cuba,IMPHFO01,HFO01,1,2046,1.0
Cuba,IMPHFO01,HFO01,1,2047,1.0
Cuba,IMPHFO01,HFO01,1,2048,1.0
Cuba,IMPHFO01,HFO01,1,2049,1.0
Cuba,IMPHFO01,HFO01,1,2050,1.0
Cuba,IMPHFO02,HFO02,1,2019,1.0
Cuba,IMPHFO02,HFO02,1,2020,1.0
Cuba,IMPHFO02,HFO02,1,2021,1.0
Cuba,IMPHFO02,HFO02,1,2022,1.0
Cuba,IMPHFO02,HFO02,1,2023,1.0
Cuba,IMPHFO02,HFO02,1,2024,1.0
Cuba,IMPHFO02,HFO02,1,2025,1.0
Cuba,IMPHFO02,HFO02,1,2026,1.0
Cuba,IMPHFO02,HFO02,1,2027,1.0
Cuba,IMPHFO02,HFO02,1,2028,1.0
Cuba,IMPHFO02,HFO02,1,2029,1.0
Cuba,IMPHFO02,HFO02,1,2030,1.0
Cuba,IMPHFO02,HFO02,1,2031,1.0
Cuba,IMPHFO02,HFO02,1,2032,1.0
Cuba,IMPHFO02,HFO02,1,2033,1.0
Cuba,IMPHFO02,HFO02,1,2034,1.0
Cuba,IMPHFO02,HFO02,1,2035,1.0
Cuba,IMPHFO02,HFO02,1,2036,1.0
Cuba,IMPHFO02,HFO02,1,2037,1.0
Cuba,IMPHFO02,HFO02,1,2038,1.0
Cuba,IMPHFO02,HFO02,1,2039,1.0
Cuba,IMPHFO02,HFO02,1,2040,1.0
Cuba,IMPHFO02,HFO02,1,2041,1.0
Cuba,IMPHFO02,HFO02,1,2042,1.0
Cuba,IMPHFO02,HFO02,1,2043,1.0
Cuba,IMPHFO02,HFO02,1,2044,1.0
Cuba,IMPHFO02,HFO02,1,2045,1.0
Cuba,IMPHFO02,HFO02,1,2046,1.0
Cuba,IMPHFO02,HFO02,1,2047,1.0
Cuba,IMPHFO02,HFO02,1,2048,1.0
Cuba,IMPHFO02,HFO02,1,2049,1.0
Cuba,IMPHFO02,HFO02,1,2050,1.0
Cuba,IMPLFO,LFO,1,2019,1.0
Cuba,IMPLFO,LFO,1,2020,1.0
Cuba,IMPLFO,LFO,1,2021,1.0
Cuba,IMPLFO,LFO,1,2022,1.0
Cuba,IMPLFO,LFO,1,2023,1.0
Cuba,IMPLFO,LFO,1,2024,1.0
Cuba,IMPLFO,LFO,1,2025,1.0
Cuba,IMPLFO,LFO,1,2026,1.0
Cuba,IMPLFO,LFO,1,2027,1.0
Cuba,IMPLFO,LFO,1,2028,1.0
Cuba,IMPLFO,LFO,1,2029,1.0
Cuba,IMPLFO,LFO,1,2030,1.0
Cuba,IMPLFO,LFO,1,2031,1.0
Cuba,IMPLFO,LFO,1,2032,1.0
Cuba,IMPLFO,LFO,1,2033,1.0
Cuba,IMPLFO,LFO,1,2034,1.0
Cuba,IMPLFO,LFO,1,2035,1.0
Cuba,IMPLFO,LFO,1,2036,1.0
Cuba,IMPLFO,LFO,1,2037,1.0
Cuba,IMPLFO,LFO,1,2038,1.0
Cuba,IMPLFO,LFO,1,2039,1.0
Cuba,IMPLFO,LFO,1,2040,1.0
Cuba,IMPLFO,LFO,1,2041,1.0
Cuba,IMPLFO,LFO,1,2042,1.0
Cuba,IMPLFO,LFO,1,2043,1.0
Cuba,IMPLFO,LFO,1,2044,1.0
Cuba,IMPLFO,LFO,1,2045,1.0
Cuba,IMPLFO,LFO,1,2046,1.0
Cuba,IMPLFO,LFO,1,2047,1.0
Cuba,IMPLFO,LFO,1,2048,1.0
Cuba,IMPLFO,LFO,1,2049,1.0
Cuba,IMPLFO,LFO,1,2050,1.0
Cuba,IMPDIESEL,DSL,1,2019,1.0
Cuba,IMPDIESEL,DSL,1,2020,1.0
Cuba,IMPDIESEL,DSL,1,2021,1.0
Cuba,IMPDIESEL,DSL,1,2022,1.0
Cuba,IMPDIESEL,DSL,1,2023,1.0
Cuba,IMPDIESEL,DSL,1,2024,1.0
Cuba,IMPDIESEL,DSL,1,2025,1.0
Cuba,IMPDIESEL,DSL,1,2026,1.0
Cuba,IMPDIESEL,DSL,1,2027,1.0
Cuba,IMPDIESEL,DSL,1,2028,1.0
Cuba,IMPDIESEL,DSL,1,2029,1.0
Cuba,IMPDIESEL,DSL,1,2030,1.0
Cuba,IMPDIESEL,DSL,1,2031,1.0
Cuba,IMPDIESEL,DSL,1,2032,1.0
Cuba,IMPDIESEL,DSL,1,2033,1.0
Cuba,IMPDIESEL,DSL,1,2034,1.0
Cuba,IMPDIESEL,DSL,1,2035,1.0
Cuba,IMPDIESEL,DSL,1,2036,1.0
Cuba,IMPDIESEL,DSL,1,2037,1.0
Cuba,IMPDIESEL,DSL,1,2038,1.0
Cuba,IMPDIESEL,DSL,1,2039,1.0
Cuba,IMPDIESEL,DSL,1,2040,1.0
Cuba,IMPDIESEL,DSL,1,2041,1.0
Cuba,IMPDIESEL,DSL,1,2042,1.0
Cuba,IMPDIESEL,DSL,1,2043,1.0
Cuba,IMPDIESEL,DSL,1,2044,1.0
Cuba,IMPDIESEL,DSL,1,2045,1.0
Cuba,IMPDIESEL,DSL,1,2046,1.0
Cuba,IMPDIESEL,DSL,1,2047,1.0
Cuba,IMPDIESEL,DSL,1,2048,1.0
Cuba,IMPDIESEL,DSL,1,2049,1.0
Cuba,IMPDIESEL,DSL,1,2050,1.0
Cuba,IMPNG,GASLIQ,1,2019,1.0
Cuba,IMPNG,GASLIQ,1,2020,1.0
Cuba,IMPNG,GASLIQ,1,2021,1.0
Cuba,IMPNG,GASLIQ,1,2022,1.0
Cuba,IMPNG,GASLIQ,1,2023,1.0
Cuba,IMPNG,GASLIQ,1,2024,1.0
Cuba,IMPNG,GASLIQ,1,2025,1.0
Cuba,IMPNG,GASLIQ,1,2026,1.0
Cuba,IMPNG,GASLIQ,1,2027,1.0
Cuba,IMPNG,GASLIQ,1,2028,1.0
Cuba,IMPNG,GASLIQ,1,2029,1.0
Cuba,IMPNG,GASLIQ,1,2030,1.0
Cuba,IMPNG,GASLIQ,1,2031,1.0
Cuba,IMPNG,GASLIQ,1,2032,1.0
Cuba,IMPNG,GASLIQ,1,2033,1.0
Cuba,IMPNG,GASLIQ,1,2034,1.0
Cuba,IMPNG,GASLIQ,1,2035,1.0
Cuba,IMPNG,GASLIQ,1,2036,1.0
Cuba,IMPNG,GASLIQ,1,2037,1.0
Cuba,IMPNG,GASLIQ,1,2038,1.0
Cuba,IMPNG,GASLIQ,1,2039,1.0
Cuba,IMPNG,GASLIQ,1,2040,1.0
Cuba,IMPNG,GASLIQ,1,2041,1.0
Cuba,IMPNG,GASLIQ,1,2042,1.0
Cuba,IMPNG,GASLIQ,1,2043,1.0
Cuba,IMPNG,GASLIQ,1,2044,1.0
Cuba,IMPNG,GASLIQ,1,2045,1.0
Cuba,IMPNG,GASLIQ,1,2046,1.0
Cuba,IMPNG,GASLIQ,1,2047,1.0
Cuba,IMPNG,GASLIQ,1,2048,1.0
Cuba,IMPNG,GASLIQ,1,2049,1.0
Cuba,IMPNG,GASLIQ,1,2050,1.0
Cuba,MINNG,NG,1,2019,1.0
Cuba,MINNG,NG,1,2020,1.0
Cuba,MINNG,NG,1,2021,1.0
Cuba,MINNG,NG,1,2022,1.0
Cuba,MINNG,NG,1,2023,1.0
Cuba,MINNG,NG,1,2024,1.0
Cuba,MINNG,NG,1,2025,1.0
Cuba,MINNG,NG,1,2026,1.0
Cuba,MINNG,NG,1,2027,1.0
Cuba,MINNG,NG,1,2028,1.0
Cuba,MINNG,NG,1,2029,1.0
Cuba,MINNG,NG,1,2030,1.0
Cuba,MINNG,NG,1,2031,1.0
Cuba,MINNG,NG,1,2032,1.0
Cuba,MINNG,NG,1,2033,1.0
Cuba,MINNG,NG,1,2034,1.0
Cuba,MINNG,NG,1,2035,1.0
Cuba,MINNG,NG,1,2036,1.0
Cuba,MINNG,NG,1,2037,1.0
Cuba,MINNG,NG,1,2038,1.0
Cuba,MINNG,NG,1,2039,1.0
Cuba,MINNG,NG,1,2040,1.0
Cuba,MINNG,NG,1,2041,1.0
Cuba,MINNG,NG,1,2042,1.0
Cuba,MINNG,NG,1,2043,1.0
Cuba,MINNG,NG,1,2044,1.0
Cuba,MINNG,NG,1,2045,1.0
Cuba,MINNG,NG,1,2046,1.0
Cuba,MINNG,NG,1,2047,1.0
Cuba,MINNG,NG,1,2048,1.0
Cuba,MINNG,NG,1,2049,1.0
Cuba,MINNG,NG,1,2050,1.0
Cuba,MINBIO1,BIO,1,2019,1.0
Cuba,MINBIO1,BIO,1,2020,1.0
Cuba,MINBIO1,BIO,1,2021,1.0
Cuba,MINBIO1,BIO,1,2022,1.0
Cuba,MINBIO1,BIO,1,2023,1.0
Cuba,MINBIO1,BIO,1,2024,1.0
Cuba,MINBIO1,BIO,1,2025,1.0
Cuba,MINBIO1,BIO,1,2026,1.0
Cuba,MINBIO1,BIO,1,2027,1.0
Cuba,MINBIO1,BIO,1,2028,1.0
Cuba,MINBIO1,BIO,1,2029,1.0
Cuba,MINBIO1,BIO,1,2030,1.0
Cuba,MINBIO1,BIO,1,2031,1.0
Cuba,MINBIO1,BIO,1,2032,1.0
Cuba,MINBIO1,BIO,1,2033,1.0
Cuba,MINBIO1,BIO,1,2034,1.0
Cuba,MINBIO1,BIO,1,2035,1.0
Cuba,MINBIO1,BIO,1,2036,1.0
Cuba,MINBIO1,BIO,1,2037,1.0
Cuba,MINBIO1,BIO,1,2038,1.0
Cuba,MINBIO1,BIO,1,2039,1.0
Cuba,MINBIO1,BIO,1,2040,1.0
Cuba,MINBIO1,BIO,1,2041,1.0
Cuba,MINBIO1,BIO,1,2042,1.0
Cuba,MINBIO1,BIO,1,2043,1.0
Cuba,MINBIO1,BIO,1,2044,1.0
Cuba,MINBIO1,BIO,1,2045,1.0
Cuba,MINBIO1,BIO,1,2046,1.0
Cuba,MINBIO1,BIO,1,2047,1.0
Cuba,MINBIO1,BIO,1,2048,1.0
Cuba,MINBIO1,BIO,1,2049,1.0
Cuba,MINBIO1,BIO,1,2050,1.0
Cuba,MINBIO2,BIO,1,2019,1.0
Cuba,MINBIO2,BIO,1,2020,1.0
Cuba,MINBIO2,BIO,1,2021,1.0
Cuba,MINBIO2,BIO,1,2022,1.0
Cuba,MINBIO2,BIO,1,2023,1.0
Cuba,MINBIO2,BIO,1,2024,1.0
Cuba,MINBIO2,BIO,1,2025,1.0
Cuba,MINBIO2,BIO,1,2026,1.0
Cuba,MINBIO2,BIO,1,2027,1.0
Cuba,MINBIO2,BIO,1,2028,1.0
Cuba,MINBIO2,BIO,1,2029,1.0
Cuba,MINBIO2,BIO,1,2030,1.0
Cuba,MINBIO2,BIO,1,2031,1.0
Cuba,MINBIO2,BIO,1,2032,1.0
Cuba,MINBIO2,BIO,1,2033,1.0
Cuba,MINBIO2,BIO,1,2034,1.0
Cuba,MINBIO2,BIO,1,2035,1.0
Cuba,MINBIO2,BIO,1,2036,1.0
Cuba,MINBIO2,BIO,1,2037,1.0
Cuba,MINBIO2,BIO,1,2038,1.0
Cuba,MINBIO2,BIO,1,2039,1.0
Cuba,MINBIO2,BIO,1,2040,1.0
Cuba,MINBIO2,BIO,1,2041,1.0
Cuba,MINBIO2,BIO,1,2042,1.0
Cuba,MINBIO2,BIO,1,2043,1.0
Cuba,MINBIO2,BIO,1,2044,1.0
Cuba,MINBIO2,BIO,1,2045,1.0
Cuba,MINBIO2,BIO,1,2046,1.0
Cuba,MINBIO2,BIO,1,2047,1.0
Cuba,MINBIO2,BIO,1,2048,1.0
Cuba,MINBIO2,BIO,1,2049,1.0
Cuba,MINBIO2,BIO,1,2050,1.0
Cuba,MINSOL,SOL,1,2019,1.0
Cuba,MINSOL,SOL,1,2020,1.0
Cuba,MINSOL,SOL,1,2021,1.0
Cuba,MINSOL,SOL,1,2022,1.0
Cuba,MINSOL,SOL,1,2023,1.0
Cuba,MINSOL,SOL,1,2024,1.0
Cuba,MINSOL,SOL,1,2025,1.0
Cuba,MINSOL,SOL,1,2026,1.0
Cuba,MINSOL,SOL,1,2027,1.0
Cuba,MINSOL,SOL,1,2028,1.0
Cuba,MINSOL,SOL,1,2029,1.0
Cuba,MINSOL,SOL,1,2030,1.0
Cuba,MINSOL,SOL,1,2031,1.0
Cuba,MINSOL,SOL,1,2032,1.0
Cuba,MINSOL,SOL,1,2033,1.0
Cuba,MINSOL,SOL,1,2034,1.0
Cuba,MINSOL,SOL,1,2035,1.0
Cuba,MINSOL,SOL,1,2036,1.0
Cuba,MINSOL,SOL,1,2037,1.0
Cuba,MINSOL,SOL,1,2038,1.0
Cuba,MINSOL,SOL,1,2039,1.0
Cuba,MINSOL,SOL,1,2040,1.0
Cuba,MINSOL,SOL,1,2041,1.0
Cuba,MINSOL,SOL,1,2042,1.0
Cuba,MINSOL,SOL,1,2043,1.0
Cuba,MINSOL,SOL,1,2044,1.0
Cuba,MINSOL,SOL,1,2045,1.0
Cuba,MINSOL,SOL,1,2046,1.0
Cuba,MINSOL,SOL,1,2047,1.0
Cuba,MINSOL,SOL,1,2048,1.0
Cuba,MINSOL,SOL,1,2049,1.0
Cuba,MINSOL,SOL,1,2050,1.0
Cuba,MINWIND,WND,1,2019,1.0
Cuba,MINWIND,WND,1,2020,1.0
Cuba,MINWIND,WND,1,2021,1.0
Cuba,MINWIND,WND,1,2022,1.0
Cuba,MINWIND,WND,1,2023,1.0
Cuba,MINWIND,WND,1,2024,1.0
Cuba,MINWIND,WND,1,2025,1.0
Cuba,MINWIND,WND,1,2026,1.0
Cuba,MINWIND,WND,1,2027,1.0
Cuba,MINWIND,WND,1,2028,1.0
Cuba,MINWIND,WND,1,2029,1.0
Cuba,MINWIND,WND,1,2030,1.0
Cuba,MINWIND,WND,1,2031,1.0
Cuba,MINWIND,WND,1,2032,1.0
Cuba,MINWIND,WND,1,2033,1.0
Cuba,MINWIND,WND,1,2034,1.0
Cuba,MINWIND,WND,1,2035,1.0
Cuba,MINWIND,WND,1,2036,1.0
Cuba,MINWIND,WND,1,2037,1.0
Cuba,MINWIND,WND,1,2038,1.0
Cuba,MINWIND,WND,1,2039,1.0
Cuba,MINWIND,WND,1,2040,1.0
Cuba,MINWIND,WND,1,2041,1.0
Cuba,MINWIND,WND,1,2042,1.0
Cuba,MINWIND,WND,1,2043,1.0
Cuba,MINWIND,WND,1,2044,1.0
Cuba,MINWIND,WND,1,2045,1.0
Cuba,MINWIND,WND,1,2046,1.0
Cuba,MINWIND,WND,1,2047,1.0
Cuba,MINWIND,WND,1,2048,1.0
Cuba,MINWIND,WND,1,2049,1.0
Cuba,MINWIND,WND,1,2050,1.0
Cuba,MINHYDRO,HYD,1,2019,1.0
Cuba,MINHYDRO,HYD,1,2020,1.0
Cuba,MINHYDRO,HYD,1,2021,1.0
Cuba,MINHYDRO,HYD,1,2022,1.0
Cuba,MINHYDRO,HYD,1,2023,1.0
Cuba,MINHYDRO,HYD,1,2024,1.0
Cuba,MINHYDRO,HYD,1,2025,1.0
Cuba,MINHYDRO,HYD,1,2026,1.0
Cuba,MINHYDRO,HYD,1,2027,1.0
Cuba,MINHYDRO,HYD,1,2028,1.0
Cuba,MINHYDRO,HYD,1,2029,1.0
Cuba,MINHYDRO,HYD,1,2030,1.0
Cuba,MINHYDRO,HYD,1,2031,1.0
Cuba,MINHYDRO,HYD,1,2032,1.0
Cuba,MINHYDRO,HYD,1,2033,1.0
Cuba,MINHYDRO,HYD,1,2034,1.0
Cuba,MINHYDRO,HYD,1,2035,1.0
Cuba,MINHYDRO,HYD,1,2036,1.0
Cuba,MINHYDRO,HYD,1,2037,1.0
Cuba,MINHYDRO,HYD,1,2038,1.0
Cuba,MINHYDRO,HYD,1,2039,1.0
Cuba,MINHYDRO,HYD,1,2040,1.0
Cuba,MINHYDRO,HYD,1,2041,1.0
Cuba,MINHYDRO,HYD,1,2042,1.0
Cuba,MINHYDRO,HYD,1,2043,1.0
Cuba,MINHYDRO,HYD,1,2044,1.0
Cuba,MINHYDRO,HYD,1,2045,1.0
Cuba,MINHYDRO,HYD,1,2046,1.0
Cuba,MINHYDRO,HYD,1,2047,1.0
Cuba,MINHYDRO,HYD,1,2048,1.0
Cuba,MINHYDRO,HYD,1,2049,1.0
Cuba,MINHYDRO,HYD,1,2050,1.0
Cuba,PWRCRUD001,ELC01,1,2019,1.0
Cuba,PWRCRUD001,ELC01,1,2020,1.0
Cuba,PWRCRUD001,ELC01,1,2021,1.0
Cuba,PWRCRUD001,ELC01,1,2022,1.0
Cuba,PWRCRUD001,ELC01,1,2023,1.0
Cuba,PWRCRUD001,ELC01,1,2024,1.0
Cuba,PWRCRUD001,ELC01,1,2025,1.0
Cuba,PWRCRUD001,ELC01,1,2026,1.0
Cuba,PWRCRUD001,ELC01,1,2027,1.0
Cuba,PWRCRUD001,ELC01,1,2028,1.0
Cuba,PWRCRUD001,ELC01,1,2029,1.0
Cuba,PWRCRUD001,ELC01,1,2030,1.0
Cuba,PWRCRUD001,ELC01,1,2031,1.0
Cuba,PWRCRUD001,ELC01,1,2032,1.0
Cuba,PWRCRUD001,ELC01,1,2033,1.0
Cuba,PWRCRUD001,ELC01,1,2034,1.0
Cuba,PWRCRUD001,ELC01,1,2035,1.0
Cuba,PWRCRUD001,ELC01,1,2036,1.0
Cuba,PWRCRUD001,ELC01,1,2037,1.0
Cuba,PWRCRUD001,ELC01,1,2038,1.0
Cuba,PWRCRUD001,ELC01,1,2039,1.0
Cuba,PWRCRUD001,ELC01,1,2040,1.0
Cuba,PWRCRUD001,ELC01,1,2041,1.0
Cuba,PWRCRUD001,ELC01,1,2042,1.0
Cuba,PWRCRUD001,ELC01,1,2043,1.0
Cuba,PWRCRUD001,ELC01,1,2044,1.0
Cuba,PWRCRUD001,ELC01,1,2045,1.0
Cuba,PWRCRUD001,ELC01,1,2046,1.0
Cuba,PWRCRUD001,ELC01,1,2047,1.0
Cuba,PWRCRUD001,ELC01,1,2048,1.0
Cuba,PWRCRUD001,ELC01,1,2049,1.0
Cuba,PWRCRUD001,ELC01,1,2050,1.0
Cuba,PWRCRUD002,ELC01,1,2019,1.0
Cuba,PWRCRUD002,ELC01,1,2020,1.0
Cuba,PWRCRUD002,ELC01,1,2021,1.0
Cuba,PWRCRUD002,ELC01,1,2022,1.0
Cuba,PWRCRUD002,ELC01,1,2023,1.0
Cuba,PWRCRUD002,ELC01,1,2024,1.0
Cuba,PWRCRUD002,ELC01,1,2025,1.0
Cuba,PWRCRUD002,ELC01,1,2026,1.0
Cuba,PWRCRUD002,ELC01,1,2027,1.0
Cuba,PWRCRUD002,ELC01,1,2028,1.0
Cuba,PWRCRUD002,ELC01,1,2029,1.0
Cuba,PWRCRUD002,ELC01,1,2030,1.0
Cuba,PWRCRUD002,ELC01,1,2031,1.0
Cuba,PWRCRUD002,ELC01,1,2032,1.0
Cuba,PWRCRUD002,ELC01,1,2033,1.0
Cuba,PWRCRUD002,ELC01,1,2034,1.0
Cuba,PWRCRUD002,ELC01,1,2035,1.0
Cuba,PWRCRUD002,ELC01,1,2036,1.0
Cuba,PWRCRUD002,ELC01,1,2037,1.0
Cuba,PWRCRUD002,ELC01,1,2038,1.0
Cuba,PWRCRUD002,ELC01,1,2039,1.0
Cuba,PWRCRUD002,ELC01,1,2040,1.0
Cuba,PWRCRUD002,ELC01,1,2041,1.0
Cuba,PWRCRUD002,ELC01,1,2042,1.0
Cuba,PWRCRUD002,ELC01,1,2043,1.0
Cuba,PWRCRUD002,ELC01,1,2044,1.0
Cuba,PWRCRUD002,ELC01,1,2045,1.0
Cuba,PWRCRUD002,ELC01,1,2046,1.0
Cuba,PWRCRUD002,ELC01,1,2047,1.0
Cuba,PWRCRUD002,ELC01,1,2048,1.0
Cuba,PWRCRUD002,ELC01,1,2049,1.0
Cuba,PWRCRUD002,ELC01,1,2050,1.0
Cuba,PWRCRUD003,ELC01,1,2019,1.0
Cuba,PWRCRUD003,ELC01,1,2020,1.0
Cuba,PWRCRUD003,ELC01,1,2021,1.0
Cuba,PWRCRUD003,ELC01,1,2022,1.0
Cuba,PWRCRUD003,ELC01,1,2023,1.0
Cuba,PWRCRUD003,ELC01,1,2024,1.0
Cuba,PWRCRUD003,ELC01,1,2025,1.0
Cuba,PWRCRUD003,ELC01,1,2026,1.0
Cuba,PWRCRUD003,ELC01,1,2027,1.0
Cuba,PWRCRUD003,ELC01,1,2028,1.0
Cuba,PWRCRUD003,ELC01,1,2029,1.0
Cuba,PWRCRUD003,ELC01,1,2030,1.0
Cuba,PWRCRUD003,ELC01,1,2031,1.0
Cuba,PWRCRUD003,ELC01,1,2032,1.0
Cuba,PWRCRUD003,ELC01,1,2033,1.0
Cuba,PWRCRUD003,ELC01,1,2034,1.0
Cuba,PWRCRUD003,ELC01,1,2035,1.0
Cuba,PWRCRUD003,ELC01,1,2036,1.0
Cuba,PWRCRUD003,ELC01,1,2037,1.0
Cuba,PWRCRUD003,ELC01,1,2038,1.0
Cuba,PWRCRUD003,ELC01,1,2039,1.0
Cuba,PWRCRUD003,ELC01,1,2040,1.0
Cuba,PWRCRUD003,ELC01,1,2041,1.0
Cuba,PWRCRUD003,ELC01,1,2042,1.0
Cuba,PWRCRUD003,ELC01,1,2043,1.0
Cuba,PWRCRUD003,ELC01,1,2044,1.0
Cuba,PWRCRUD003,ELC01,1,2045,1.0
Cuba,PWRCRUD003,ELC01,1,2046,1.0
Cuba,PWRCRUD003,ELC01,1,2047,1.0
Cuba,PWRCRUD003,ELC01,1,2048,1.0
Cuba,PWRCRUD003,ELC01,1,2049,1.0
Cuba,PWRCRUD003,ELC01,1,2050,1.0
Cuba,PWRCRUD004,ELC01,1,2019,1.0
Cuba,PWRCRUD004,ELC01,1,2020,1.0
Cuba,PWRCRUD004,ELC01,1,2021,1.0
Cuba,PWRCRUD004,ELC01,1,2022,1.0
Cuba,PWRCRUD004,ELC01,1,2023,1.0
Cuba,PWRCRUD004,ELC01,1,2024,1.0
Cuba,PWRCRUD004,ELC01,1,2025,1.0
Cuba,PWRCRUD004,ELC01,1,2026,1.0
Cuba,PWRCRUD004,ELC01,1,2027,1.0
Cuba,PWRCRUD004,ELC01,1,2028,1.0
Cuba,PWRCRUD004,ELC01,1,2029,1.0
Cuba,PWRCRUD004,ELC01,1,2030,1.0
Cuba,PWRCRUD004,ELC01,1,2031,1.0
Cuba,PWRCRUD004,ELC01,1,2032,1.0
Cuba,PWRCRUD004,ELC01,1,2033,1.0
Cuba,PWRCRUD004,ELC01,1,2034,1.0
Cuba,PWRCRUD004,ELC01,1,2035,1.0
Cuba,PWRCRUD004,ELC01,1,2036,1.0
Cuba,PWRCRUD004,ELC01,1,2037,1.0
Cuba,PWRCRUD004,ELC01,1,2038,1.0
